Format = Name, Patch, Type, Ra, Dec, I, Q, U, V, SpectralIndex, LogarithmicSI, ReferenceFrequency='150.e6', MajorAxis, MinorAxis, Orientation

, cluster1, POINT, , , , , , , , , , , ,
3C196_997, cluster1, POINT, 08:13:36.278, 48.13.04.481, 0.00274063204415143, 0, 0, 0, [0.00242722546681762, 0.278219789266586], false, 144876098.632812, , ,
3C196_998, cluster1, POINT, 08:13:36.253, 48.13.04.481, 0.00278375833295286, 0, 0, 0, [-0.00444336328655481, 0.0130616268143058], false, 144876098.632812, , ,
3C196_999, cluster1, POINT, 08:13:36.248, 48.13.04.481, 0.0328964851796627, 0, 0, 0, [0.00135628553107381, 0.0588159188628197], false, 144876098.632812, , ,
3C196_1000, cluster1, POINT, 08:13:36.203, 48.13.04.481, 0.00354688242077827, 0, 0, 0, [0.0134525150060654, -0.118341885507107], false, 144876098.632812, , ,
3C196_1001, cluster1, POINT, 08:13:36.183, 48.13.04.481, -0.0437552733196395, 0, 0, 0, [0.0345119535923004, -0.0198594778776169], false, 144876098.632812, , ,
3C196_1002, cluster1, POINT, 08:13:36.258, 48.13.04.531, 0.00543986866250634, 0, 0, 0, [-0.00798684265464544, -0.0527435168623924], false, 144876098.632812, , ,
3C196_1003, cluster1, POINT, 08:13:36.253, 48.13.04.531, 0.00758844334632158, 0, 0, 0, [-0.00454842997714877, 0.128340348601341], false, 144876098.632812, , ,
3C196_1004, cluster1, POINT, 08:13:36.248, 48.13.04.531, 0.0218233373016119, 0, 0, 0, [-0.00767170544713736, 0.10230702906847], false, 144876098.632812, , ,
3C196_1005, cluster1, POINT, 08:13:36.233, 48.13.04.531, 0.00370098557323217, 0, 0, 0, [0.00622207997366786, -0.110715992748737], false, 144876098.632812, , ,
3C196_1006, cluster1, POINT, 08:13:36.203, 48.13.04.531, 0.00176483462564647, 0, 0, 0, [0.00543531263247132, -0.0492240823805332], false, 144876098.632812, , ,
3C196_1007, cluster1, POINT, 08:13:36.188, 48.13.04.531, -0.0175798573856483, 0, 0, 0, [0.00923800561577082, -0.0047304779291153], false, 144876098.632812, , ,
3C196_1008, cluster1, POINT, 08:13:36.183, 48.13.04.531, -0.0124336019929353, 0, 0, 0, [0.00582552095875144, 0.00932132732123137], false, 144876098.632812, , ,
3C196_1009, cluster1, POINT, 08:13:36.123, 48.13.04.531, 0.0100020505487919, 0, 0, 0, [-0.0409862734377384, 0.449467301368713], false, 144876098.632812, , ,
3C196_1010, cluster1, POINT, 08:13:36.243, 48.13.04.581, 0.0077119879424572, 0, 0, 0, [-0.00239179143682122, 0.0576658546924591], false, 144876098.632812, , ,
3C196_1011, cluster1, POINT, 08:13:36.233, 48.13.04.581, 0.0309073738753796, 0, 0, 0, [0.0634156763553619, -0.0690973699092865], false, 144876098.632812, , ,
3C196_1012, cluster1, POINT, 08:13:36.203, 48.13.04.581, 0.00312195019796491, 0, 0, 0, [-0.014226233586669, -0.0943763554096222], false, 144876098.632812, , ,
3C196_1014, cluster1, POINT, 08:13:36.323, 48.13.04.631, -0.00127142444960608, 0, 0, 0, [0.000651912996545434, 8.04842129582539e-05], false, 144876098.632812, , ,
3C196_1015, cluster1, POINT, 08:13:36.233, 48.13.04.631, 0.00197683647274971, 0, 0, 0, [0.00318214436993003, 0.023402227088809], false, 144876098.632812, , ,
3C196_1016, cluster1, POINT, 08:13:36.208, 48.13.04.631, 0.0549317598342896, 0, 0, 0, [-0.114829793572426, -0.188980683684349], false, 144876098.632812, , ,
3C196_1017, cluster1, POINT, 08:13:36.203, 48.13.04.631, 0.0718970000743866, 0, 0, 0, [0.204417929053307, -0.703218102455139], false, 144876098.632812, , ,
3C196_1018, cluster1, POINT, 08:13:36.173, 48.13.04.631, 0.100013360381126, 0, 0, 0, [0.312049001455307, -1.04550576210022], false, 144876098.632812, , ,
3C196_1019, cluster1, POINT, 08:13:36.168, 48.13.04.631, 0.162311509251595, 0, 0, 0, [0.133540421724319, -0.768038630485535], false, 144876098.632812, , ,
3C196_1020, cluster1, POINT, 08:13:36.163, 48.13.04.631, 0.00792565476149321, 0, 0, 0, [-0.241642162203789, 0.808522403240204], false, 144876098.632812, , ,
3C196_1022, cluster1, POINT, 08:13:36.233, 48.13.04.681, 0.0127407992258668, 0, 0, 0, [-0.0234365034848452, 0.108345985412598], false, 144876098.632812, , ,
3C196_1023, cluster1, POINT, 08:13:36.228, 48.13.04.681, 0.0443638414144516, 0, 0, 0, [-0.0200077891349792, -0.417113751173019], false, 144876098.632812, , ,
3C196_1024, cluster1, POINT, 08:13:36.223, 48.13.04.681, 0.003957349807024, 0, 0, 0, [0.0029710759408772, -0.0916129425168037], false, 144876098.632812, , ,
3C196_1025, cluster1, POINT, 08:13:36.208, 48.13.04.681, 0.22032342851162, 0, 0, 0, [0.0814238116145134, -0.0683701485395432], false, 144876098.632812, , ,
3C196_1026, cluster1, POINT, 08:13:36.203, 48.13.04.681, 0.0311742462217808, 0, 0, 0, [-0.0752579718828201, 0.31202420592308], false, 144876098.632812, , ,
3C196_1027, cluster1, POINT, 08:13:36.188, 48.13.04.681, 0.012216811068356, 0, 0, 0, [0.00163941388018429, -0.0969942212104797], false, 144876098.632812, , ,
3C196_1028, cluster1, POINT, 08:13:36.183, 48.13.04.681, 0.0887212008237839, 0, 0, 0, [0.27769523859024, -0.400584936141968], false, 144876098.632812, , ,
3C196_1029, cluster1, POINT, 08:13:36.178, 48.13.04.681, 0.0368985421955585, 0, 0, 0, [-0.167662277817726, 0.742692828178406], false, 144876098.632812, , ,
3C196_1030, cluster1, POINT, 08:13:36.163, 48.13.04.681, 0.0955948904156685, 0, 0, 0, [0.0994950160384178, -0.780110895633698], false, 144876098.632812, , ,
3C196_1031, cluster1, POINT, 08:13:36.293, 48.13.04.731, -0.00386324113585559, 0, 0, 0, [0.00213924515992403, -0.000228444987442344], false, 144876098.632812, , ,
3C196_1032, cluster1, POINT, 08:13:36.268, 48.13.04.731, -0.00816665417126117, 0, 0, 0, [0.00449913972988725, -0.000345570064382628], false, 144876098.632812, , ,
3C196_1033, cluster1, POINT, 08:13:36.233, 48.13.04.731, 0.011215977370739, 0, 0, 0, [-0.017156008630991, 0.0522001497447491], false, 144876098.632812, , ,
3C196_1034, cluster1, POINT, 08:13:36.228, 48.13.04.731, 0.0111458664759994, 0, 0, 0, [-0.00511776935309172, -0.0509102679789066], false, 144876098.632812, , ,
3C196_1035, cluster1, POINT, 08:13:36.223, 48.13.04.731, -0.00138644242355808, 0, 0, 0, [0.00071790482616052, -0.00027982733445242], false, 144876098.632812, , ,
3C196_1036, cluster1, POINT, 08:13:36.213, 48.13.04.731, 0.00788041669875383, 0, 0, 0, [0.14203804731369, -0.481768488883972], false, 144876098.632812, , ,
3C196_1037, cluster1, POINT, 08:13:36.208, 48.13.04.731, 0.00430848263204098, 0, 0, 0, [0.231693401932716, -0.43758761882782], false, 144876098.632812, , ,
3C196_1038, cluster1, POINT, 08:13:36.188, 48.13.04.731, 0.0993958413600922, 0, 0, 0, [0.160718068480492, -1.25136387348175], false, 144876098.632812, , ,
3C196_1039, cluster1, POINT, 08:13:36.163, 48.13.04.731, 0.19608062505722, 0, 0, 0, [-0.0192394591867924, -0.617538154125214], false, 144876098.632812, , ,
3C196_1040, cluster1, POINT, 08:13:36.158, 48.13.04.731, 0.143363460898399, 0, 0, 0, [0.137203872203827, -0.282030344009399], false, 144876098.632812, , ,
3C196_1041, cluster1, POINT, 08:13:36.288, 48.13.04.781, -0.0039654275885414, 0, 0, 0, [0.00211338349618018, -0.000324739376083016], false, 144876098.632812, , ,
3C196_1042, cluster1, POINT, 08:13:36.273, 48.13.04.781, -0.0181691659187334, 0, 0, 0, [0.00953353103250265, -0.00767592713236809], false, 144876098.632812, , ,
3C196_1043, cluster1, POINT, 08:13:36.268, 48.13.04.781, -0.0165260868078071, 0, 0, 0, [0.00986393820494413, -0.000836048624478281], false, 144876098.632812, , ,
3C196_1044, cluster1, POINT, 08:13:36.233, 48.13.04.781, -0.000757500567723519, 0, 0, 0, [0.000398333562770858, -0.000166192272445187], false, 144876098.632812, , ,
3C196_1045, cluster1, POINT, 08:13:36.193, 48.13.04.781, -0.00573723832813895, 0, 0, 0, [0.00331660709343851, -0.00439610099419951], false, 144876098.632812, , ,
3C196_1046, cluster1, POINT, 08:13:36.188, 48.13.04.781, 0.00886906683444977, 0, 0, 0, [-0.221274480223656, 1.02592158317566], false, 144876098.632812, , ,
3C196_1047, cluster1, POINT, 08:13:36.168, 48.13.04.781, 0.0321074575185776, 0, 0, 0, [0.0663522332906723, 0.176140695810318], false, 144876098.632812, , ,
3C196_1048, cluster1, POINT, 08:13:36.163, 48.13.04.781, 0.0877144560217857, 0, 0, 0, [-0.0636964589357376, -0.027755368500948], false, 144876098.632812, , ,
3C196_1049, cluster1, POINT, 08:13:36.158, 48.13.04.781, 0.130772650241852, 0, 0, 0, [0.304482728242874, -1.03202700614929], false, 144876098.632812, , ,
3C196_1050, cluster1, POINT, 08:13:36.143, 48.13.04.781, -0.00561893500253217, 0, 0, 0, [0.00402147369459271, -0.000731557083781809], false, 144876098.632812, , ,
3C196_1051, cluster1, POINT, 08:13:36.138, 48.13.04.781, -0.00135128388521587, 0, 0, 0, [0.000700756092555821, -9.82797791948542e-05], false, 144876098.632812, , ,
3C196_1052, cluster1, POINT, 08:13:36.113, 48.13.04.781, 0.00201503350399435, 0, 0, 0, [-0.00350720202550292, 0.00849683489650488], false, 144876098.632812, , ,
3C196_1053, cluster1, POINT, 08:13:36.108, 48.13.04.781, 0.00336777302436531, 0, 0, 0, [-0.0152895702049136, 0.158748388290405], false, 144876098.632812, , ,
3C196_1054, cluster1, POINT, 08:13:36.103, 48.13.04.781, 0.00182808737736195, 0, 0, 0, [-0.00541230756789446, 0.0876870378851891], false, 144876098.632812, , ,
3C196_1055, cluster1, POINT, 08:13:36.093, 48.13.04.781, 0.00255831982940435, 0, 0, 0, [-0.0178951527923346, 0.0556514896452427], false, 144876098.632812, , ,
3C196_1056, cluster1, POINT, 08:13:36.088, 48.13.04.781, 0.00347213796339929, 0, 0, 0, [-0.0326952710747719, 0.141057327389717], false, 144876098.632812, , ,
3C196_1057, cluster1, POINT, 08:13:36.293, 48.13.04.831, -0.000842657930202165, 0, 0, 0, [0.000453295157058164, -5.4998898121994e-05], false, 144876098.632812, , ,
3C196_1058, cluster1, POINT, 08:13:36.288, 48.13.04.831, -0.00465916586043386, 0, 0, 0, [0.00247983844019473, -0.000422400422394276], false, 144876098.632812, , ,
3C196_1059, cluster1, POINT, 08:13:36.243, 48.13.04.831, 0.0127962874248624, 0, 0, 0, [0.018327409401536, 0.0371514521539211], false, 144876098.632812, , ,
3C196_1060, cluster1, POINT, 08:13:36.238, 48.13.04.831, 0.00201632780954242, 0, 0, 0, [-0.00355729251168668, 0.261804163455963], false, 144876098.632812, , ,
3C196_1061, cluster1, POINT, 08:13:36.188, 48.13.04.831, 0.176029920578003, 0, 0, 0, [0.426776498556137, -1.94263648986816], false, 144876098.632812, , ,
3C196_1062, cluster1, POINT, 08:13:36.183, 48.13.04.831, 0.083724282681942, 0, 0, 0, [-0.100260309875011, 0.186896368861198], false, 144876098.632812, , ,
3C196_1063, cluster1, POINT, 08:13:36.173, 48.13.04.831, 0.970896422863007, 0, 0, 0, [0.169154360890388, -0.23995541036129], false, 144876098.632812, , ,
3C196_1064, cluster1, POINT, 08:13:36.168, 48.13.04.831, 0.846440613269806, 0, 0, 0, [-1.17780578136444, 1.77240109443665], false, 144876098.632812, , ,
3C196_1065, cluster1, POINT, 08:13:36.143, 48.13.04.831, -0.000544226167121938, 0, 0, 0, [0.000294556404696777, -1.95854299818166e-05], false, 144876098.632812, , ,
3C196_1066, cluster1, POINT, 08:13:36.138, 48.13.04.831, -0.0102909086835094, 0, 0, 0, [0.00362606393173337, -0.00119323271792382], false, 144876098.632812, , ,
3C196_1067, cluster1, POINT, 08:13:36.118, 48.13.04.831, 0.00720733171328902, 0, 0, 0, [-0.0111702494323254, -0.0106476666405797], false, 144876098.632812, , ,
3C196_1068, cluster1, POINT, 08:13:36.343, 48.13.04.881, -0.00200901845658921, 0, 0, 0, [0.00108524062670767, -0.000144774181535468], false, 144876098.632812, , ,
3C196_1069, cluster1, POINT, 08:13:36.338, 48.13.04.881, -0.00144133920958512, 0, 0, 0, [0.000777016393840313, -4.28892708441708e-05], false, 144876098.632812, , ,
3C196_1070, cluster1, POINT, 08:13:36.293, 48.13.04.881, -0.000927498544273629, 0, 0, 0, [0.000500001537147909, -6.67806743877009e-05], false, 144876098.632812, , ,
3C196_1071, cluster1, POINT, 08:13:36.288, 48.13.04.881, -0.00397843290399299, 0, 0, 0, [0.00220790691673756, -0.000372027338016778], false, 144876098.632812, , ,
3C196_1072, cluster1, POINT, 08:13:36.248, 48.13.04.881, 0.00247414689511061, 0, 0, 0, [-0.000315929704811424, 0.0103101246058941], false, 144876098.632812, , ,
3C196_1073, cluster1, POINT, 08:13:36.243, 48.13.04.881, 0.00654392829164863, 0, 0, 0, [0.00803937390446663, 0.00310860318131745], false, 144876098.632812, , ,
3C196_1074, cluster1, POINT, 08:13:36.188, 48.13.04.881, 0.0495019853115082, 0, 0, 0, [-0.14845184981823, 0.354123800992966], false, 144876098.632812, , ,
3C196_1075, cluster1, POINT, 08:13:36.183, 48.13.04.881, 0.0870736613869667, 0, 0, 0, [0.436605960130692, -1.16431903839111], false, 144876098.632812, , ,
3C196_1076, cluster1, POINT, 08:13:36.178, 48.13.04.881, 0.0991463661193848, 0, 0, 0, [-0.115103840827942, 0.273320645093918], false, 144876098.632812, , ,
3C196_1077, cluster1, POINT, 08:13:36.173, 48.13.04.881, 0.464318841695786, 0, 0, 0, [-0.592543840408325, 1.11846888065338], false, 144876098.632812, , ,
3C196_1078, cluster1, POINT, 08:13:36.158, 48.13.04.881, 0.0837907195091248, 0, 0, 0, [-0.0221586711704731, 0.642606854438782], false, 144876098.632812, , ,
3C196_1079, cluster1, POINT, 08:13:36.143, 48.13.04.881, -0.0239862514556272, 0, 0, 0, [0.015826553106308, -0.0085057346150279], false, 144876098.632812, , ,
3C196_1080, cluster1, POINT, 08:13:36.123, 48.13.04.881, 0.0139304576441646, 0, 0, 0, [0.0762332528829575, -0.275458097457886], false, 144876098.632812, , ,
3C196_1081, cluster1, POINT, 08:13:36.403, 48.13.04.931, -0.00447139736644266, 0, 0, 0, [0.0023687242064625, -0.000308454124024138], false, 144876098.632812, , ,
3C196_1082, cluster1, POINT, 08:13:36.378, 48.13.04.931, -0.00153198012585543, 0, 0, 0, [0.000829067779704928, -0.000103515398222953], false, 144876098.632812, , ,
3C196_1083, cluster1, POINT, 08:13:36.373, 48.13.04.931, -0.00317161018945807, 0, 0, 0, [0.00172188912983984, -0.000298434461001307], false, 144876098.632812, , ,
3C196_1084, cluster1, POINT, 08:13:36.253, 48.13.04.931, 0.00553025864064693, 0, 0, 0, [0.006708356551826, -0.0450239218771458], false, 144876098.632812, , ,
3C196_1085, cluster1, POINT, 08:13:36.248, 48.13.04.931, 0.0059411209076643, 0, 0, 0, [0.0115676745772362, -0.111688666045666], false, 144876098.632812, , ,
3C196_1086, cluster1, POINT, 08:13:36.243, 48.13.04.931, 0.00911883451044559, 0, 0, 0, [0.0150669878348708, -0.103370241820812], false, 144876098.632812, , ,
3C196_1087, cluster1, POINT, 08:13:36.183, 48.13.04.931, 0.0997505635023117, 0, 0, 0, [0.58225804567337, -1.29296016693115], false, 144876098.632812, , ,
3C196_1088, cluster1, POINT, 08:13:36.173, 48.13.04.931, 0.0417903698980808, 0, 0, 0, [-0.0973294749855995, 0.748917818069458], false, 144876098.632812, , ,
3C196_1089, cluster1, POINT, 08:13:36.168, 48.13.04.931, 0.125320822000504, 0, 0, 0, [0.28943082690239, -0.932551145553589], false, 144876098.632812, , ,
3C196_1090, cluster1, POINT, 08:13:36.163, 48.13.04.931, 0.0784512981772423, 0, 0, 0, [0.100600004196167, -0.703212022781372], false, 144876098.632812, , ,
3C196_1091, cluster1, POINT, 08:13:36.158, 48.13.04.931, 0.0654685273766518, 0, 0, 0, [0.0313605181872845, -0.0836007818579674], false, 144876098.632812, , ,
3C196_1093, cluster1, POINT, 08:13:36.403, 48.13.04.981, -0.000835576633685623, 0, 0, 0, [0.000448042352218181, -5.07117474626284e-05], false, 144876098.632812, , ,
3C196_1094, cluster1, POINT, 08:13:36.243, 48.13.04.981, 0.00707490416243672, 0, 0, 0, [0.0106084030121565, -0.112432181835175], false, 144876098.632812, , ,
3C196_1095, cluster1, POINT, 08:13:36.238, 48.13.04.981, 0.00775160873308778, 0, 0, 0, [0.00809408444911242, -0.0563673824071884], false, 144876098.632812, , ,
3C196_1096, cluster1, POINT, 08:13:36.203, 48.13.04.981, -0.0329586469621395, 0, 0, 0, [0.0129935229197145, 0.00289323553442955], false, 144876098.632812, , ,
3C196_1097, cluster1, POINT, 08:13:36.198, 48.13.04.981, -0.0169135332292087, 0, 0, 0, [0.0108903143554926, -0.0125078717246652], false, 144876098.632812, , ,
3C196_1098, cluster1, POINT, 08:13:36.178, 48.13.04.981, 0.0584078319370747, 0, 0, 0, [-0.163996413350105, 0.813339531421661], false, 144876098.632812, , ,
3C196_1099, cluster1, POINT, 08:13:36.173, 48.13.04.981, 0.0817081928253174, 0, 0, 0, [-0.234908804297447, 0.369699746370316], false, 144876098.632812, , ,
3C196_1100, cluster1, POINT, 08:13:36.168, 48.13.04.981, 0.220410868525505, 0, 0, 0, [0.721041977405548, -2.14382266998291], false, 144876098.632812, , ,
3C196_1101, cluster1, POINT, 08:13:36.163, 48.13.04.981, 0.0406853705644608, 0, 0, 0, [0.0689653903245926, -0.329315185546875], false, 144876098.632812, , ,
3C196_1102, cluster1, POINT, 08:13:36.103, 48.13.04.981, -0.000941239626064703, 0, 0, 0, [0.000494119303766638, 5.41631379746832e-05], false, 144876098.632812, , ,
3C196_1103, cluster1, POINT, 08:13:36.278, 48.13.05.031, -0.00545739748528547, 0, 0, 0, [0.00299337087199092, -0.00083069404354319], false, 144876098.632812, , ,
3C196_1104, cluster1, POINT, 08:13:36.248, 48.13.05.031, 0.00270821340382099, 0, 0, 0, [0.00231725769117475, -0.0547160655260086], false, 144876098.632812, , ,
3C196_1105, cluster1, POINT, 08:13:36.238, 48.13.05.031, 0.00357685028575361, 0, 0, 0, [0.00470926007255912, -0.0530739389359951], false, 144876098.632812, , ,
3C196_1106, cluster1, POINT, 08:13:36.233, 48.13.05.031, 0.0226820949465036, 0, 0, 0, [0.00849318318068981, -0.0445494800806046], false, 144876098.632812, , ,
3C196_1107, cluster1, POINT, 08:13:36.228, 48.13.05.031, 0.00794054474681616, 0, 0, 0, [0.00329989241436124, 0.00415966892614961], false, 144876098.632812, , ,
3C196_1108, cluster1, POINT, 08:13:36.203, 48.13.05.031, -0.0286499304352751, 0, 0, 0, [0.0112219173461199, 0.00995669886469841], false, 144876098.632812, , ,
3C196_1109, cluster1, POINT, 08:13:36.198, 48.13.05.031, -0.0272929581105077, 0, 0, 0, [0.0140146985650063, 0.00272006005980074], false, 144876098.632812, , ,
3C196_1110, cluster1, POINT, 08:13:36.148, 48.13.05.031, -0.0175938691201096, 0, 0, 0, [0.00989982113242149, -0.00483275298029184], false, 144876098.632812, , ,
3C196_1111, cluster1, POINT, 08:13:36.128, 48.13.05.031, 0.00305799744091928, 0, 0, 0, [0.00162054714746773, -0.00738360546529293], false, 144876098.632812, , ,
3C196_1112, cluster1, POINT, 08:13:36.278, 48.13.05.081, -0.00460793387710382, 0, 0, 0, [0.00239904504269361, -0.000355022202711552], false, 144876098.632812, , ,
3C196_1113, cluster1, POINT, 08:13:36.273, 48.13.05.081, -0.0031070752084063, 0, 0, 0, [0.00175588054116815, -0.000405491155106574], false, 144876098.632812, , ,
3C196_1114, cluster1, POINT, 08:13:36.248, 48.13.05.081, 0.00799720175564289, 0, 0, 0, [0.00163157668430358, -0.0938577875494957], false, 144876098.632812, , ,
3C196_1115, cluster1, POINT, 08:13:36.233, 48.13.05.081, 0.00132219132501632, 0, 0, 0, [-0.00485143950209022, 0.0251181293278933], false, 144876098.632812, , ,
3C196_1116, cluster1, POINT, 08:13:36.228, 48.13.05.081, 0.0164755322039127, 0, 0, 0, [-0.0322886109352112, 0.167631253600121], false, 144876098.632812, , ,
3C196_1117, cluster1, POINT, 08:13:36.198, 48.13.05.081, -0.00896440115114566, 0, 0, 0, [0.00456663779914379, 0.00109909090679139], false, 144876098.632812, , ,
3C196_1118, cluster1, POINT, 08:13:36.193, 48.13.05.081, -0.0428057446388837, 0, 0, 0, [0.023460328578949, 0.00380850373767316], false, 144876098.632812, , ,
3C196_1119, cluster1, POINT, 08:13:36.153, 48.13.05.081, -0.0276014598053269, 0, 0, 0, [0.0193045698106289, -0.00868678092956543], false, 144876098.632812, , ,
3C196_1120, cluster1, POINT, 08:13:36.128, 48.13.05.081, 0.00946595333516598, 0, 0, 0, [-0.00633284449577332, -0.0975850820541382], false, 144876098.632812, , ,
3C196_1121, cluster1, POINT, 08:13:36.273, 48.13.05.131, -0.00881686539038434, 0, 0, 0, [0.00455532129853964, 0.000310338771669194], false, 144876098.632812, , ,
3C196_1122, cluster1, POINT, 08:13:36.248, 48.13.05.131, 0.0087002320215106, 0, 0, 0, [-0.00144595897290856, 0.0824699401855469], false, 144876098.632812, , ,
3C196_1123, cluster1, POINT, 08:13:36.188, 48.13.05.131, -0.0324712272081992, 0, 0, 0, [0.0191464014351368, -0.015727436169982], false, 144876098.632812, , ,
3C196_1124, cluster1, POINT, 08:13:36.183, 48.13.05.131, -0.0188737976088968, 0, 0, 0, [0.0106830643489957, -0.00325915985740721], false, 144876098.632812, , ,
3C196_1125, cluster1, POINT, 08:13:36.178, 48.13.05.131, -0.0127658538865977, 0, 0, 0, [0.00555920973420143, 0.00585160404443741], false, 144876098.632812, , ,
3C196_1126, cluster1, POINT, 08:13:36.168, 48.13.05.131, -0.0261346289612862, 0, 0, 0, [0.0174143481999636, -0.00178368482738733], false, 144876098.632812, , ,
3C196_1127, cluster1, POINT, 08:13:36.163, 48.13.05.131, -0.00951690806310299, 0, 0, 0, [0.00621041283011436, -0.00228684232570231], false, 144876098.632812, , ,
3C196_1128, cluster1, POINT, 08:13:36.158, 48.13.05.131, -0.0113131838882011, 0, 0, 0, [0.00781773217022419, -0.00512550724670291], false, 144876098.632812, , ,
3C196_1129, cluster1, POINT, 08:13:36.133, 48.13.05.131, 0.00599044840782881, 0, 0, 0, [0.0585044734179974, 0.021030455827713], false, 144876098.632812, , ,
3C196_1130, cluster1, POINT, 08:13:36.198, 48.13.05.181, 0.0100503070279956, 0, 0, 0, [0.117756813764572, -0.430504202842712], false, 144876098.632812, , ,
3C196_1131, cluster1, POINT, 08:13:36.178, 48.13.05.181, -0.00743666914109978, 0, 0, 0, [0.004112608730793, -0.00203099614009261], false, 144876098.632812, , ,
3C196_1132, cluster1, POINT, 08:13:36.173, 48.13.05.181, -0.0155738783219158, 0, 0, 0, [0.00888376217335463, -0.0063251513056457], false, 144876098.632812, , ,
3C196_1133, cluster1, POINT, 08:13:36.168, 48.13.05.181, -0.00492351762795077, 0, 0, 0, [0.00243789167143404, -0.00182693812530488], false, 144876098.632812, , ,
3C196_1134, cluster1, POINT, 08:13:36.218, 48.13.05.231, -0.00898926457631566, 0, 0, 0, [0.00502656446769834, 0.000217881650314666], false, 144876098.632812, , ,
3C196_1135, cluster1, POINT, 08:13:36.148, 48.13.05.231, 0.0127559490501881, 0, 0, 0, [0.200027212500572, -0.435443937778473], false, 144876098.632812, , ,
3C196_1136, cluster1, POINT, 08:13:36.228, 48.13.05.281, -0.00448994067214834, 0, 0, 0, [0.00230054371058941, -0.000618152844253927], false, 144876098.632812, , ,
3C196_1137, cluster1, POINT, 08:13:36.223, 48.13.05.281, -0.00497042554698593, 0, 0, 0, [0.00261949491687119, 2.19375524466159e-05], false, 144876098.632812, , ,
3C196_1138, cluster1, POINT, 08:13:36.153, 48.13.05.281, 0.00640589790418744, 0, 0, 0, [0.136077284812927, 0.0900165289640427], false, 144876098.632812, , ,
3C196_1139, cluster1, POINT, 08:13:36.088, 48.13.05.281, 0.000416529685026035, 0, 0, 0, [0.000647974258754402, -0.00255688442848623], false, 144876098.632812, , ,
3C196_1140, cluster1, POINT, 08:13:36.263, 48.13.05.331, -0.00372441086016124, 0, 0, 0, [0.00211251061409712, 0.000215272855712101], false, 144876098.632812, , ,
3C196_1141, cluster1, POINT, 08:13:36.258, 48.13.05.331, -0.00352789116210896, 0, 0, 0, [0.00201767589896917, -5.27811898791697e-05], false, 144876098.632812, , ,
3C196_1142, cluster1, POINT, 08:13:36.238, 48.13.05.331, -0.00661655622071898, 0, 0, 0, [0.0034915420692414, -2.43104768742342e-05], false, 144876098.632812, , ,
3C196_1143, cluster1, POINT, 08:13:36.173, 48.13.05.331, 0.0116187809035182, 0, 0, 0, [0.066575787961483, -0.347980588674545], false, 144876098.632812, , ,
3C196_1144, cluster1, POINT, 08:13:36.153, 48.13.05.331, 0.00146567693445832, 0, 0, 0, [0.00513243675231934, -0.0021831919439137], false, 144876098.632812, , ,
3C196_1145, cluster1, POINT, 08:13:36.148, 48.13.05.331, -0.00416319275587977, 0, 0, 0, [0.00323042878881097, -0.000832232821267098], false, 144876098.632812, , ,
3C196_1146, cluster1, POINT, 08:13:36.093, 48.13.05.331, 0.00299266050569713, 0, 0, 0, [0.0106775825843215, -0.0627268925309181], false, 144876098.632812, , ,
3C196_1147, cluster1, POINT, 08:13:36.088, 48.13.05.331, 0.00576129741966724, 0, 0, 0, [0.00175904727075249, 0.00110649631824344], false, 144876098.632812, , ,
3C196_1148, cluster1, POINT, 08:13:36.243, 48.13.05.381, -0.00890881443474474, 0, 0, 0, [0.00482592824846506, -0.00255010672844946], false, 144876098.632812, , ,
3C196_1149, cluster1, POINT, 08:13:36.173, 48.13.05.381, 0.00041715006227605, 0, 0, 0, [0.00251434301026165, -0.0120362835004926], false, 144876098.632812, , ,
3C196_1151, cluster1, POINT, 08:13:36.213, 48.13.05.431, 0.00678951293230057, 0, 0, 0, [0.020718602463603, -0.0845426768064499], false, 144876098.632812, , ,
3C196_1152, cluster1, POINT, 08:13:36.138, 48.13.05.481, -0.00108765383846795, 0, 0, 0, [0.000567672948818654, -0.000723629025742412], false, 144876098.632812, , ,
3C196_1153, cluster1, POINT, 08:13:36.138, 48.13.05.531, 0.000460895011201501, 0, 0, 0, [0.0139995133504272, 0.0542628392577171], false, 144876098.632812, , ,
3C196_1155, cluster1, POINT, 08:13:36.193, 48.13.05.581, 0.00409476133063436, 0, 0, 0, [0.0085185719653964, -0.120870672166348], false, 144876098.632812, , ,
3C196_1156, cluster1, POINT, 08:13:36.188, 48.13.05.581, 0.00424311077222228, 0, 0, 0, [0.0218729432672262, -0.0611438266932964], false, 144876098.632812, , ,
3C196_1157, cluster1, POINT, 08:13:36.108, 48.13.05.581, 0.00168401491828263, 0, 0, 0, [0.012455559335649, 0.071330264210701], false, 144876098.632812, , ,
3C196_1158, cluster1, POINT, 08:13:36.193, 48.13.05.631, 0.00105495355091989, 0, 0, 0, [-0.00299041019752622, -0.0127075659111142], false, 144876098.632812, , ,
3C196_1159, cluster1, POINT, 08:13:36.083, 48.13.05.631, -0.000778490788339367, 0, 0, 0, [0.000428984523750842, -0.000194347798242234], false, 144876098.632812, , ,
3C196_1160, cluster1, POINT, 08:13:36.098, 48.13.05.681, 0.0012791845947504, 0, 0, 0, [-0.00993574131280184, 0.0355960205197334], false, 144876098.632812, , ,
3C196_1161, cluster1, POINT, 08:13:36.093, 48.13.05.681, -0.00122218681642949, 0, 0, 0, [0.00067085528280586, -0.000199187619728036], false, 144876098.632812, , ,
