Format = Name, Patch, Type, Ra, Dec, I, Q, U, V, SpectralIndex, LogarithmicSI, ReferenceFrequency='150.e6', MajorAxis, MinorAxis, Orientation

, cluster1, POINT, , , , , , , , , , , ,
s0c737, cluster10, POINT, 08:14:45.186, 44.51.06.237, 0.00737018883228302, 0, 0, 0, [-0.00465988600626588, -0.0394154489040375, 0.0600682906806469], false, 141972527.328211, , ,
s0c738, cluster10, POINT, 08:14:44.904, 44.51.06.248, 0.0459742993116379, 0, 0, 0, [0.019328199326992, -0.369733899831772, 1.00936901569366], false, 141972527.328211, , ,
s0c739, cluster10, POINT, 08:14:46.88, 44.51.09.173, 0.0405708812177181, 0, 0, 0, [-0.0413690209388733, -0.26664400100708, -0.0312288496643305], false, 141972527.328211, , ,
s0c749, cluster10, POINT, 08:14:51.965, 44.51.29.994, 0.0603978112339973, 0, 0, 0, [-0.103960402309895, 0.0087734293192625, 1.3606139421463], false, 141972527.328211, , ,
s0c741, cluster10, POINT, 08:14:51.117, 44.51.24.021, 0.00620007002726197, 0, 0, 0, [-0.00490415608510375, 0.00887788366526365, 0.00497165182605386], false, 141972527.328211, , ,
s0c742, cluster10, POINT, 08:14:50.835, 44.51.24.033, 0.00922066997736692, 0, 0, 0, [0.00394860003143549, 0.0181460492312908, -0.360296994447708], false, 141972527.328211, , ,
s0c743, cluster10, POINT, 08:14:50.27, 44.51.24.057, 0.0467066317796707, 0, 0, 0, [0.0236795898526907, 0.156423807144165, -1.6826159954071], false, 141972527.328211, , ,
s0c744, cluster10, POINT, 08:14:51.682, 44.51.27.002, 0.0195379201322794, 0, 0, 0, [0.0255813002586365, -0.0324859507381916, -1.17286503314972], false, 141972527.328211, , ,
s0c745, cluster10, POINT, 08:14:51.4, 44.51.27.014, 0.0338996388018131, 0, 0, 0, [-0.0367171913385391, -0.0108738597482443, 0.430351108312607], false, 141972527.328211, , ,
s0c746, cluster10, POINT, 08:14:51.118, 44.51.27.026, 0.00811703689396381, 0, 0, 0, [0.00161912804469466, -0.0031237849034369, -0.0936373695731163], false, 141972527.328211, , ,
s0c747, cluster10, POINT, 08:14:50.836, 44.51.27.038, 0.00733334012329578, 0, 0, 0, [0.0103618204593658, 0.0018420850392431, -0.330204993486404], false, 141972527.328211, , ,
s0c740, cluster10, POINT, 08:14:46.598, 44.51.09.185, 0.0045198081061244, 0, 0, 0, [-0.0032049180008471, -0.0166827905923128, -0.0240055695176125], false, 141972527.328211, , ,
s0c748, cluster10, POINT, 08:14:52.248, 44.51.29.982, 0.0385529510676861, 0, 0, 0, [-0.0699758529663086, 0.0105704898014665, 0.860733985900879], false, 141972527.328211, , ,
s0c750, cluster10, POINT, 08:14:52.813, 44.51.32.962, 0.0156501699239016, 0, 0, 0, [-0.0271963607519865, -0.00943584367632866, 0.389455109834671], false, 141972527.328211, , ,
s1c104, cluster10, GAUSSIAN, 08:14:46.033, 44.51.09.208, 0.107017301023006, 0, 0, 0, [-0.0995826423168182, -0.363141089677811, -1.78711795806885], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s2c13, cluster10, GAUSSIAN, 08:14:48.011, 44.51.18.142, 0.0427118912339211, 0, 0, 0, [-0.0551990009844303, -0.0117285000160336, 0.300029814243317], false, 141972527.328211, 70.6446013509285, 70.6446013509285, 0
s2c12, cluster10, GAUSSIAN, 08:14:48.293, 44.51.18.131, 0.0187251903116703, 0, 0, 0, [-0.0247350800782442, -0.00478642713278532, 0.148033797740936], false, 141972527.328211, 70.6446013509285, 70.6446013509285, 0
s2c11, cluster10, GAUSSIAN, 08:14:48.575, 44.51.18.119, 0.149919092655182, 0, 0, 0, [-0.241298496723175, -0.143021807074547, 4.16149187088013], false, 141972527.328211, 70.6446013509285, 70.6446013509285, 0
s2c10, cluster10, GAUSSIAN, 08:14:47.728, 44.51.15.149, 0.00527427019551396, 0, 0, 0, [-0.00622432678937912, -0.00225735199637711, -0.00675108609721065], false, 141972527.328211, 70.6446013509285, 70.6446013509285, 0
s1c107, cluster10, GAUSSIAN, 08:14:51.965, 44.51.29.994, 0.0404388010501862, 0, 0, 0, [-0.0950571671128273, 0.0378988608717918, 1.69691503047943], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s1c106, cluster10, GAUSSIAN, 08:14:51.4, 44.51.27.014, 0.147803798317909, 0, 0, 0, [-0.244647204875946, 0.251013189554214, 3.10138201713562], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c751, cluster10, POINT, 08:14:52.531, 44.51.32.975, 0.0428821183741093, 0, 0, 0, [-0.0749695673584938, -0.00797747634351254, 1.07018101215363], false, 141972527.328211, , ,
s1c105, cluster10, GAUSSIAN, 08:14:51.682, 44.51.27.002, 0.0614627003669739, 0, 0, 0, [-0.102453097701073, 0.103721499443054, 1.24385499954224], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s1c102, cluster10, GAUSSIAN, 08:14:46.032, 44.51.06.203, 0.134250193834305, 0, 0, 0, [-0.0738472416996956, -0.543082296848297, -5.53882789611816], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c756, cluster10, POINT, 08:14:52.814, 44.51.35.967, 0.0106377601623535, 0, 0, 0, [-0.0181841608136892, -0.00910588074475527, 0.328778207302094], false, 141972527.328211, , ,
s0c755, cluster10, POINT, 08:14:53.096, 44.51.35.955, 0.0387888215482235, 0, 0, 0, [-0.0657544732093811, -0.0652997195720673, 1.32541501522064], false, 141972527.328211, , ,
s0c754, cluster10, POINT, 08:14:53.378, 44.51.35.942, 0.0455798096954823, 0, 0, 0, [-0.0333551913499832, -0.00805629603564739, 0.303280293941498], false, 141972527.328211, , ,
s0c753, cluster10, POINT, 08:14:53.661, 44.51.35.93, 0.0541670210659504, 0, 0, 0, [-0.0328578911721706, -0.0044265678152442, 0.57873260974884], false, 141972527.328211, , ,
s0c752, cluster10, POINT, 08:14:52.249, 44.51.32.987, 0.00312183611094952, 0, 0, 0, [-0.00552349491044879, 0.000195660395547748, 0.0798129662871361], false, 141972527.328211, , ,
s0c533, cluster10, POINT, 08:14:32.742, 44.31.58.51, 0.00112585595343262, 0, 0, 0, [-0.00725460890680552, -0.00742675922811031, 0.385343104600906], false, 141972527.328211, , ,
s0c534, cluster10, POINT, 08:14:32.461, 44.31.58.519, 0.000638492580037564, 0, 0, 0, [-0.00446169683709741, -0.00625889515504241, 0.234769001603127], false, 141972527.328211, , ,
s1c87, cluster10, GAUSSIAN, 08:14:24.996, 44.39.47.685, 0.0103864502161741, 0, 0, 0, [-0.0159067399799824, 0.445855706930161, -0.0384166985750198], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c624, cluster10, POINT, 08:14:25.559, 44.39.50.674, 0.00913309492170811, 0, 0, 0, [-0.0324750617146492, 0.0827480331063271, 1.64447796344757], false, 141972527.328211, , ,
s0c623, cluster10, POINT, 08:14:25.84, 44.39.50.666, 0.00701037002727389, 0, 0, 0, [-0.0396063216030598, 0.164380997419357, 3.36104488372803], false, 141972527.328211, , ,
s0c673, cluster10, POINT, 08:14:18.856, 44.43.33.274, 0.0100920395925641, 0, 0, 0, [-0.0529268607497215, -0.135691598057747, 2.67987895011902], false, 141972527.328211, , ,
s0c670, cluster10, POINT, 08:14:15.477, 44.43.27.343, 0.00194185995496809, 0, 0, 0, [0.000222727801883593, -0.00520204706117511, -0.193597301840782], false, 141972527.328211, , ,
s0c671, cluster10, POINT, 08:14:14.632, 44.43.27.363, 0.00663638720288873, 0, 0, 0, [0.0142187299206853, -0.00264903297647834, -1.73671901226044], false, 141972527.328211, , ,
s0c672, cluster10, POINT, 08:14:15.477, 44.43.30.349, 0.00242706690914929, 0, 0, 0, [-0.00205371505580842, 0.0115333497524261, 0.0697088986635208], false, 141972527.328211, , ,
s1c93, cluster10, GAUSSIAN, 08:14:16.04, 44.43.27.331, 0.0182841196656227, 0, 0, 0, [-0.0374906100332737, -0.134804606437683, 1.58353400230408], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s1c94, cluster10, GAUSSIAN, 08:14:15.758, 44.43.27.337, 0.0139962499961257, 0, 0, 0, [-0.0249028094112873, -0.0748407170176506, 0.558466911315918], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s2c6, cluster10, GAUSSIAN, 08:14:16.04, 44.43.27.331, 0.0224562808871269, 0, 0, 0, [-0.0599249601364136, -0.0630042925477028, 1.21027994155884], false, 141972527.328211, 70.6446013509285, 70.6446013509285, 0
s1c95, cluster10, GAUSSIAN, 08:14:15.477, 44.43.27.343, 0.0166541803628206, 0, 0, 0, [-0.0228116698563099, -0.0664134100079536, -0.311122804880142], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c1486, cluster10, POINT, 08:15:45.74, 45.25.47.824, 0.0115939900279045, 0, 0, 0, [-0.0587669312953949, -0.244063094258308, 2.80424094200134], false, 141972527.328211, , ,
s0c1420, cluster10, POINT, 08:15:28.577, 45.23.54.873, 0.010367370210588, 0, 0, 0, [0.0144175803288817, 0.0174730494618416, -0.449931889772415], false, 141972527.328211, , ,
s0c1286, cluster10, POINT, 08:14:29.232, 45.17.36.204, 0.0376645997166634, 0, 0, 0, [-0.0934003666043282, -0.360569000244141, 1.99506795406342], false, 141972527.328211, , ,
s0c1284, cluster10, POINT, 08:14:29.232, 45.17.33.2, 0.00919132679700851, 0, 0, 0, [-0.0272826906293631, -0.0891096517443657, 0.644007921218872], false, 141972527.328211, , ,
s0c1283, cluster10, POINT, 08:14:29.516, 45.17.33.191, 0.00713193882256746, 0, 0, 0, [-0.0207950603216887, -0.120130702853203, 1.2267119884491], false, 141972527.328211, , ,
s0c712, cluster10, POINT, 08:13:58.625, 44.49.19.281, 0.0117672299966216, 0, 0, 0, [0.0261325892060995, 0.00557592092081904, -2.59514999389648], false, 141972527.328211, , ,
s0c507, cluster10, POINT, 08:13:48.692, 44.31.38.353, 0.00677780387923121, 0, 0, 0, [0.0130577897652984, -0.147509500384331, -1.29428100585938], false, 141972527.328211, , ,
s0c505, cluster10, POINT, 08:13:48.411, 44.31.35.349, 0.000190918304724619, 0, 0, 0, [-0.000437234586570412, -0.00326064601540565, 0.017382400110364], false, 141972527.328211, , ,
s0c508, cluster10, POINT, 08:13:48.411, 44.31.38.355, 0.000607832917012274, 0, 0, 0, [-5.25789801031351e-06, -0.0108518600463867, -0.0372686497867107], false, 141972527.328211, , ,
s0c462, cluster10, POINT, 08:13:44.476, 44.28.25.974, 0.0124433999881148, 0, 0, 0, [-0.0249954797327518, -0.0865346863865852, -1.1591500043869], false, 141972527.328211, , ,
s0c463, cluster10, POINT, 08:13:44.196, 44.28.25.976, 0.00839149300009012, 0, 0, 0, [-0.00877963565289974, -0.0288242306560278, -1.03287601470947], false, 141972527.328211, , ,
s0c464, cluster10, POINT, 08:13:44.196, 44.28.28.982, 0.000981524004600942, 0, 0, 0, [-0.00433445814996958, 0.0124149303883314, 0.121246702969074], false, 141972527.328211, , ,
s0c1569, cluster10, POINT, 08:14:45.748, 45.32.42.711, 0.0101634599268436, 0, 0, 0, [-0.000620683014858514, -0.0593700185418129, 0.91416597366333], false, 141972527.328211, , ,
s0c1567, cluster10, POINT, 08:14:45.461, 45.32.39.719, 0.00806375034153461, 0, 0, 0, [0.0252497997134924, 0.306322485208511, -1.42943000793457], false, 141972527.328211, , ,
s0c1566, cluster10, POINT, 08:14:45.747, 45.32.39.708, 0.000588514085393399, 0, 0, 0, [-5.98015285504516e-05, 0.0044256430119276, 0.0100966496393085], false, 141972527.328211, , ,
s1c69, cluster10, GAUSSIAN, 08:13:00.456, 44.29.58.824, 0.00768975121900439, 0, 0, 0, [-0.0772621929645538, 0.119670897722244, 2.95349407196045], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c477, cluster10, POINT, 08:13:00.457, 44.29.55.817, 0.00786903779953718, 0, 0, 0, [-0.105607099831104, 0.302939593791962, 4.07179689407349], false, 141972527.328211, , ,
s0c476, cluster10, POINT, 08:13:00.457, 44.29.52.811, 0.00463020615279675, 0, 0, 0, [-0.0100121702998877, 0.128141105175018, 0.473689705133438], false, 141972527.328211, , ,
s0c442, cluster10, POINT, 08:12:32.213, 44.25.42.457, 0.0189990606158972, 0, 0, 0, [0.0217810701578856, -0.302076011896133, -2.3908360004425], false, 141972527.328211, , ,
s0c440, cluster10, POINT, 08:12:32.214, 44.25.39.451, 0.0195930805057287, 0, 0, 0, [0.0518508292734623, -0.327300012111664, -5.27715015411377], false, 141972527.328211, , ,
s0c439, cluster10, POINT, 08:12:32.494, 44.25.39.461, 0.0412065200507641, 0, 0, 0, [0.0984742417931557, -0.617251873016357, -10.1440601348877], false, 141972527.328211, , ,
s0c441, cluster10, POINT, 08:12:32.493, 44.25.42.468, 0.0175574403256178, 0, 0, 0, [0.01366345025599, -0.208552405238152, -0.852065980434418], false, 141972527.328211, , ,
s1c60, cluster10, GAUSSIAN, 08:12:24.44, 44.22.20.703, 0.00330633902922273, 0, 0, 0, [0.0121490797027946, 0.0694601982831955, -0.200158506631851], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c408, cluster10, POINT, 08:12:24.441, 44.22.17.696, 0.0366403385996819, 0, 0, 0, [-0.0309177208691835, -0.334417104721069, 0.71632319688797], false, 141972527.328211, , ,
s0c407, cluster10, POINT, 08:12:24.442, 44.22.14.689, 0.00343742989934981, 0, 0, 0, [-0.0139779597520828, -0.0414089597761631, 0.597006380558014], false, 141972527.328211, , ,
s0c406, cluster10, POINT, 08:12:24.722, 44.22.14.701, 0.0082349581643939, 0, 0, 0, [-0.0319201499223709, -0.0546960011124611, 1.26474094390869], false, 141972527.328211, , ,
s0c1245, cluster10, POINT, 08:19:29.278, 45.15.31.134, 0.0187033005058765, 0, 0, 0, [-0.011435629799962, 0.00581009685993195, -0.0630170628428459], false, 141972527.328211, , ,
s0c1241, cluster10, POINT, 08:19:28.978, 45.15.22.181, 0.00656058685854077, 0, 0, 0, [-0.0214146208018064, -0.037488080561161, 0.0298170801252127], false, 141972527.328211, , ,
s0c1242, cluster10, POINT, 08:19:29.268, 45.15.25.127, 0.000514247512910515, 0, 0, 0, [-0.00111721700523049, -0.00332225509919226, -0.0179503597319126], false, 141972527.328211, , ,
s0c1243, cluster10, POINT, 08:19:28.984, 45.15.25.184, 0.00241421698592603, 0, 0, 0, [-0.00677070487290621, -0.0212261509150267, 0.0874897465109825], false, 141972527.328211, , ,
s0c1244, cluster10, POINT, 08:19:28.989, 45.15.28.188, 0.000214621803024784, 0, 0, 0, [-0.000233846003538929, -0.00167475698981434, -0.00416866922751069], false, 141972527.328211, , ,
s1c216, cluster10, GAUSSIAN, 08:19:28.994, 45.15.31.191, 0.00752009497955441, 0, 0, 0, [-0.0258486308157444, -0.0348362401127815, 0.877650499343872], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c1246, cluster10, POINT, 08:19:28.994, 45.15.31.191, 0.0482653081417084, 0, 0, 0, [-0.0766813009977341, -0.0137569596990943, 3.11824011802673], false, 141972527.328211, , ,
s0c1248, cluster10, POINT, 08:19:28.999, 45.15.34.195, 0.00171615905128419, 0, 0, 0, [-0.00337963900528848, 0.0036433800123632, 0.178831502795219], false, 141972527.328211, , ,
s0c1249, cluster10, POINT, 08:19:29.288, 45.15.37.141, 0.00926380138844252, 0, 0, 0, [0.031293049454689, -0.0568536818027496, -1.6209169626236], false, 141972527.328211, , ,
s0c1247, cluster10, POINT, 08:19:29.283, 45.15.34.137, 0.0628771334886551, 0, 0, 0, [-0.0680238530039787, 0.132378995418549, 2.49212193489075], false, 141972527.328211, , ,
s0c1215, cluster10, POINT, 08:20:11.396, 45.13.30.921, 0.00786312855780125, 0, 0, 0, [-0.00619731983169913, 0.047331340610981, 0.896591782569885], false, 141972527.328211, , ,
s0c1211, cluster10, POINT, 08:20:11.107, 45.13.27.982, 0.0238407906144857, 0, 0, 0, [0.0379624217748642, -0.0743445828557014, -0.246830999851227], false, 141972527.328211, , ,
s1c222, cluster10, GAUSSIAN, 08:19:49.369, 45.17.18.118, 0.00335908308625221, 0, 0, 0, [-0.0170692801475525, 0.024589229375124, 0.43139660358429], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c1298, cluster10, POINT, 08:19:49.375, 45.17.21.121, 0.0301974695175886, 0, 0, 0, [-0.0293807201087475, 0.0497916787862778, 0.0259458795189857], false, 141972527.328211, , ,
s0c1297, cluster10, POINT, 08:19:49.659, 45.17.21.06, 0.0257139205932617, 0, 0, 0, [-0.0173266194760799, 0.0401785708963871, -0.627203404903412], false, 141972527.328211, , ,
s0c1293, cluster10, POINT, 08:19:49.369, 45.17.18.118, 0.00431433087214828, 0, 0, 0, [-0.00768013717606664, 0.0184260495007038, 0.136270701885223], false, 141972527.328211, , ,
, cluster11, POINT, , , , , , , , , , , ,
s0c2838, cluster11, POINT, 08:04:48.662, 46.29.34.771, 0.00629172008484602, 0, 0, 0, [0.000991637352854013, 0.0205552093684673, -0.26252880692482], false, 141972527.328211, , ,
s0c2837, cluster11, POINT, 08:04:48.952, 46.29.34.857, 0.0314388312399387, 0, 0, 0, [0.00214668898843229, 0.135768994688988, -1.09715604782104], false, 141972527.328211, , ,
s0c2840, cluster11, POINT, 08:04:48.654, 46.29.37.772, 0.00920062698423862, 0, 0, 0, [0.000477744906675071, 0.0194322802126408, -0.282803595066071], false, 141972527.328211, , ,
s0c2839, cluster11, POINT, 08:04:48.944, 46.29.37.857, 0.00937138590961695, 0, 0, 0, [0.000483374402392656, 0.0379455983638763, -0.311102688312531], false, 141972527.328211, , ,
s0c2978, cluster11, POINT, 08:04:39.656, 46.34.50.355, 0.0098870201036334, 0, 0, 0, [-0.0277473591268063, 0.00587092619389296, 0.355497390031815], false, 141972527.328211, , ,
s0c2988, cluster11, POINT, 08:04:39.348, 46.34.56.268, 0.049275528639555, 0, 0, 0, [-0.0343003198504448, 0.0230946596711874, -0.212287902832031], false, 141972527.328211, , ,
s0c2982, cluster11, POINT, 08:04:39.648, 46.34.53.355, 0.00466318801045418, 0, 0, 0, [-0.00727092800661922, 0.00130338501185179, 0.096048891544342], false, 141972527.328211, , ,
s0c2983, cluster11, POINT, 08:04:39.357, 46.34.53.268, 0.00484341382980347, 0, 0, 0, [-0.00805814936757088, 0.00722792278975248, 0.0799109488725662], false, 141972527.328211, , ,
s0c2987, cluster11, POINT, 08:04:39.639, 46.34.56.355, 0.0143202599138021, 0, 0, 0, [-0.0149573301896453, -0.00840223580598831, 0.237821906805038], false, 141972527.328211, , ,
s0c2979, cluster11, POINT, 08:04:39.365, 46.34.50.268, 0.0115685695782304, 0, 0, 0, [-0.0329756587743759, 0.0550783313810825, 0.22511200606823], false, 141972527.328211, , ,
s0c2991, cluster11, POINT, 08:04:39.631, 46.34.59.355, 0.129952400922775, 0, 0, 0, [-0.0673677623271942, -0.0325596481561661, -0.788551092147827], false, 141972527.328211, , ,
s0c2995, cluster11, POINT, 08:04:39.332, 46.35.02.268, 0.00199358398094773, 0, 0, 0, [-0.00149157899431884, -0.00378127698786557, 0.0287714805454016], false, 141972527.328211, , ,
s0c2998, cluster11, POINT, 08:04:39.615, 46.35.05.355, 0.00953606143593788, 0, 0, 0, [-0.0043841851875186, -0.0336320213973522, 0.113835901021957], false, 141972527.328211, , ,
s0c3000, cluster11, POINT, 08:04:39.606, 46.35.08.355, 0.0239783208817244, 0, 0, 0, [-0.00698762899264693, -0.121509298682213, 0.435612112283707], false, 141972527.328211, , ,
s1c496, cluster11, GAUSSIAN, 08:04:39.332, 46.35.02.268, 0.00752213411033154, 0, 0, 0, [-0.012588850222528, 0.000364184990758076, 0.023086030036211], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c2992, cluster11, POINT, 08:04:39.34, 46.34.59.268, 0.140205100178719, 0, 0, 0, [-0.0795966982841492, -0.0113812601193786, -0.851960897445679], false, 141972527.328211, , ,
s0c2621, cluster11, POINT, 08:05:11.557, 46.20.37.925, 0.00170932500623167, 0, 0, 0, [-0.00855929218232632, 0.00855185091495514, 0.445708990097046], false, 141972527.328211, , ,
s0c2618, cluster11, POINT, 08:05:11.565, 46.20.34.925, 0.00214856397360563, 0, 0, 0, [-0.00910467840731144, 0.0128115899860859, 0.424514204263687], false, 141972527.328211, , ,
s0c2523, cluster11, POINT, 08:04:59.838, 46.17.43.405, 0.00868532434105873, 0, 0, 0, [0.00660204980522394, -0.00905782636255026, -0.193237796425819], false, 141972527.328211, , ,
s0c2517, cluster11, POINT, 08:04:59.854, 46.17.37.404, 0.00186035002116114, 0, 0, 0, [0.00233566807582974, 0.0002537333057262, -0.090903602540493], false, 141972527.328211, , ,
s0c2518, cluster11, POINT, 08:04:59.565, 46.17.37.32, 0.00189591303933412, 0, 0, 0, [0.00095841969596222, 0.00464313989505172, -0.0337059199810028], false, 141972527.328211, , ,
s0c2519, cluster11, POINT, 08:04:59.846, 46.17.40.405, 0.000327170506352559, 0, 0, 0, [0.000347081600921229, 0.000290375202894211, -0.0103990202769637], false, 141972527.328211, , ,
s0c2520, cluster11, POINT, 08:04:59.557, 46.17.40.321, 0.000775678490754217, 0, 0, 0, [0.000453049113275483, 0.0012205180246383, -0.0062512899748981], false, 141972527.328211, , ,
s0c2532, cluster11, POINT, 08:04:59.815, 46.17.52.407, 0.00399292912334204, 0, 0, 0, [0.00392992002889514, -0.00206062709912658, -0.0740593299269676], false, 141972527.328211, , ,
s0c2524, cluster11, POINT, 08:04:59.549, 46.17.43.321, 0.0264023095369339, 0, 0, 0, [0.0131658799946308, -0.0243176594376564, -0.0776088684797287], false, 141972527.328211, , ,
s0c2528, cluster11, POINT, 08:04:59.541, 46.17.46.322, 0.00108658394310623, 0, 0, 0, [0.000796529871877283, 1.3647369996761e-05, -0.00673248013481498], false, 141972527.328211, , ,
s0c2531, cluster11, POINT, 08:04:59.823, 46.17.49.407, 0.00122948095668107, 0, 0, 0, [0.00143575994297862, -6.19752900092863e-05, -0.0397342406213284], false, 141972527.328211, , ,
s1c425, cluster11, GAUSSIAN, 08:04:59.541, 46.17.46.322, 0.00222074193879962, 0, 0, 0, [0.00598317384719849, 0.0126641700044274, -0.386866807937622], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c2527, cluster11, POINT, 08:04:59.831, 46.17.46.406, 0.0126222595572472, 0, 0, 0, [0.0092092351987958, -0.014886099845171, -0.231595903635025], false, 141972527.328211, , ,
s0c2912, cluster11, POINT, 08:03:34.928, 46.32.05.624, 0.00472972495481372, 0, 0, 0, [-0.00809382740408182, 0.0531336292624474, 0.164123103022575], false, 141972527.328211, , ,
s0c3105, cluster11, POINT, 08:03:33.827, 46.38.02.584, 0.00157141801901162, 0, 0, 0, [0.0167604703456163, 0.102987602353096, -1.18733298778534], false, 141972527.328211, , ,
s0c3026, cluster11, POINT, 08:03:27.587, 46.35.33.337, 0.00511422287672758, 0, 0, 0, [0.00711726117879152, -0.0304819103330374, -0.513799428939819], false, 141972527.328211, , ,
s0c3025, cluster11, POINT, 08:03:27.597, 46.35.30.337, 0.00205386802554131, 0, 0, 0, [0.00127119803801179, -0.0192070007324219, -0.102962702512741], false, 141972527.328211, , ,
s0c2486, cluster11, POINT, 08:04:58.167, 46.15.27.79, 0.000938038108870387, 0, 0, 0, [0.0014219629811123, -0.0257062409073114, -0.182226493954659], false, 141972527.328211, , ,
s0c2485, cluster11, POINT, 08:04:58.175, 46.15.24.79, 0.00249530305154622, 0, 0, 0, [0.00391578301787376, -0.0524035692214966, -0.531405925750732], false, 141972527.328211, , ,
s0c2475, cluster11, POINT, 08:05:00.294, 46.14.49.371, 0.00220175692811608, 0, 0, 0, [0.0109653100371361, 0.0462742187082767, -0.62410581111908], false, 141972527.328211, , ,
s0c2301, cluster11, POINT, 08:05:37.887, 46.07.02.432, 0.000469488004455343, 0, 0, 0, [-0.00105400499887764, -0.00169726996682584, 0.0868332386016846], false, 141972527.328211, , ,
s0c2295, cluster11, POINT, 08:05:37.895, 46.06.59.431, 0.0012982269981876, 0, 0, 0, [-0.00240552797913551, -0.00047412869753316, 0.184822499752045], false, 141972527.328211, , ,
s0c2311, cluster11, POINT, 08:04:46.342, 46.07.59.85, 0.00231213704682887, 0, 0, 0, [-0.019692400470376, -0.0632223710417747, 1.40986704826355], false, 141972527.328211, , ,
s0c2359, cluster11, POINT, 08:04:33.654, 46.09.38.122, 0.00253831804729998, 0, 0, 0, [-0.00516077503561974, 0.0216066502034664, -0.00219056708738208], false, 141972527.328211, , ,
s0c2358, cluster11, POINT, 08:04:33.942, 46.09.38.21, 0.00476339785382152, 0, 0, 0, [-0.00865594297647476, -0.0167479701340199, 0.147128596901894], false, 141972527.328211, , ,
s0c3395, cluster11, POINT, 08:02:33.092, 46.48.26.738, 0.0048657450824976, 0, 0, 0, [-0.00867579597979784, 0.0246472805738449, -0.332902610301971], false, 141972527.328211, , ,
s1c386, cluster11, GAUSSIAN, 08:04:58.669, 46.03.03.17, 0.00290608196519315, 0, 0, 0, [0.00788597576320171, 0.0342062599956989, -0.81088262796402], false, 141972527.328211, 35.3223006754642, 35.3223006754642, 0
s0c2243, cluster11, POINT, 08:04:58.669, 46.03.03.17, 0.000521721318364143, 0, 0, 0, [0.00252546300180256, 0.0088550578802824, -0.143473699688911], false, 141972527.328211, , ,
s0c2242, cluster11, POINT, 08:04:58.957, 46.03.03.254, 0.00589241506531835, 0, 0, 0, [0.0304230395704508, 0.0897448435425758, -1.6659699678421], false, 141972527.328211, , ,
s0c2240, cluster11, POINT, 08:04:58.965, 46.03.00.253, 0.00234290608204901, 0, 0, 0, [0.012495799921453, 0.0454238094389439, -0.71465677022934], false, 141972527.328211, , ,
s0c2238, cluster11, POINT, 08:04:58.973, 46.02.57.252, 0.000687721709255129, 0, 0, 0, [0.00339933997020125, 0.00704172905534506, -0.230898097157478], false, 141972527.328211, , ,
s0c2246, cluster11, POINT, 08:04:58.661, 46.03.06.171, 0.00364632392302155, 0, 0, 0, [0.0132306097075343, 0.00968314055353403, -0.981928288936615], false, 141972527.328211, , ,
s0c2148, cluster11, POINT, 08:05:07.344, 45.59.08.423, 0.00217259093187749, 0, 0, 0, [-0.00685135694220662, -0.0238804500550032, 0.420629590749741], false, 141972527.328211, , ,
s0c2761, cluster11, POINT, 08:03:20.802, 46.26.45.499, 0.00382268405519426, 0, 0, 0, [5.26734002050944e-05, 0.0166055802255869, -0.112815700471401], false, 141972527.328211, , ,
s0c2752, cluster11, POINT, 08:03:20.559, 46.26.30.4, 0.00362571096047759, 0, 0, 0, [-0.012831149622798, -0.0421282202005386, 0.567553281784058], false, 141972527.328211, , ,
s0c2757, cluster11, POINT, 08:03:20.831, 46.26.36.5, 0.0427868105471134, 0, 0, 0, [-0.0282390806823969, -0.0540608391165733, 0.711006820201874], false, 141972527.328211, , ,
s0c2758, cluster11, POINT, 08:03:20.821, 46.26.39.5, 0.120458997786045, 0, 0, 0, [-0.0520816892385483, -0.107044599950314, 0.882280111312866], false, 141972527.328211, , ,
s0c2759, cluster11, POINT, 08:03:20.812, 46.26.42.5, 0.000586138572543859, 0, 0, 0, [-9.86033919616602e-05, 0.00127385498490185, -0.00629302579909563], false, 141972527.328211, , ,
s0c2760, cluster11, POINT, 08:03:20.522, 46.26.42.399, 0.000837596890050918, 0, 0, 0, [-0.000431917491368949, 0.000563194800633937, 0.00372308888472617], false, 141972527.328211, , ,
s0c2751, cluster11, POINT, 08:03:20.849, 46.26.30.5, 0.00673414301127195, 0, 0, 0, [-0.0208303797990084, -0.0494191907346249, 0.832995712757111], false, 141972527.328211, , ,
s0c2762, cluster11, POINT, 08:03:20.512, 46.26.45.399, 0.0045833932235837, 0, 0, 0, [-0.000851417891681194, 0.00488392682746053, 0.0121145397424698], false, 141972527.328211, , ,
